出发poiid,到达poiid,驾车距离,驾车时间,公交距离,公交时间,步行距离,步行时间
85129,10758523,409,154,NULL,NULL,253,187
85129,22950750,7833,638,NULL,NULL,6152,4748
85129,81015,1400,422,NULL,NULL,1217,978
85129,85137,8672,908,NULL,NULL,6362,4939
85129,82412,6491,687,NULL,NULL,6189,4863
85129,81014,11737,1062,NULL,NULL,8481,6526
85129,31690295,1828,431,NULL,NULL,1596,1225
85129,30650987,11737,1056,NULL,NULL,8627,6657
85129,10524250,7697,834,NULL,NULL,6879,5397
85129,10558946,3220,765,NULL,NULL,2268,1764
85129,22950745,7408,863,NULL,NULL,5348,4154
85129,10524206,3043,706,NULL,NULL,2704,2084
85129,85082,12438,1079,NULL,NULL,8713,6725
85129,81012,15102,1075,NULL,NULL,9415,7190
31690295,18315111,1393,488,NULL,NULL,754,603
31690295,85138,3230,605,NULL,NULL,3113,2432
31690295,22950688,647,241,NULL,NULL,644,486
31690295,10524207,1516,521,NULL,NULL,1528,1181
31690295,13452352,2373,472,NULL,NULL,2496,1896
31690295,10758523,3393,754,NULL,NULL,1851,1414
31690295,22950750,4590,710,NULL,NULL,4586,3542
31690295,81015,2716,522,NULL,NULL,2111,1641
31690295,85137,5438,987,NULL,NULL,4796,3733
31690295,82412,5400,715,NULL,NULL,4967,3855
31690295,81014,10646,1091,NULL,NULL,7760,6008
31690295,85129,2730,574,NULL,NULL,1596,1224
31690295,30650987,10646,1084,NULL,NULL,7906,6139
31690295,10524250,6606,862,NULL,NULL,5658,4403
31690295,10558946,1431,465,NULL,NULL,821,636
31690295,22950745,4377,867,NULL,NULL,4076,3149
31690295,10524206,1312,353,NULL,NULL,1261,958
31690295,85082,11347,1108,NULL,NULL,7992,6207
31690295,81012,14011,1103,NULL,NULL,8694,6672
81014,18315111,9664,1299,NULL,NULL,7490,5797
81014,85138,10229,835,NULL,NULL,9641,7557
81014,22950688,10086,1165,NULL,NULL,7247,5659
81014,10524207,8534,1414,NULL,NULL,6989,5438
81014,13452352,12517,1070,NULL,NULL,9038,7076
81014,10758523,9025,1520,NULL,NULL,8300,6496
81014,22950750,11700,884,NULL,NULL,10256,7939
81014,81015,12764,1167,NULL,NULL,9297,7260
81014,85137,12539,1154,NULL,NULL,9377,7249
81014,82412,10357,932,NULL,NULL,8829,6683
81014,31690295,11280,1048,NULL,NULL,7761,6060
81014,85129,12875,1173,NULL,NULL,8482,6569
81014,30650987,0,0,NULL,NULL,146,131
81014,10524250,11563,1079,NULL,NULL,9140,6987
81014,10558946,9849,1105,NULL,NULL,7408,5729
81014,22950745,11376,1098,NULL,NULL,10575,8201
81014,10524206,9313,999,NULL,NULL,7333,5720
81014,85082,467,146,NULL,NULL,321,263
81014,81012,5884,622,NULL,NULL,7760,5807
82412,18315111,4867,1091,NULL,NULL,4217,3286
82412,85138,5496,555,NULL,NULL,4064,3171
82412,22950688,4675,955,NULL,NULL,4427,3500
82412,10524207,4159,933,NULL,NULL,3464,2715
82412,13452352,7836,784,NULL,NULL,7070,5545
82412,10758523,8857,1067,NULL,NULL,6447,5063
82412,22950750,4449,448,NULL,NULL,1766,1389
82412,81015,8083,881,NULL,NULL,6671,5283
82412,85137,1058,364,NULL,NULL,740,613
82412,81014,13203,1139,NULL,NULL,8830,6652
82412,31690295,6599,762,NULL,NULL,4967,3869
82412,85129,8194,887,NULL,NULL,6189,4872
82412,30650987,13203,1136,NULL,NULL,8976,6783
82412,10524250,1391,323,NULL,NULL,1033,810
82412,10558946,4439,895,NULL,NULL,4140,3229
82412,22950745,6643,818,NULL,NULL,4414,3407
82412,10524206,3902,789,NULL,NULL,3727,2920
82412,85082,13904,1156,NULL,NULL,9062,6851
82412,81012,8586,1325,NULL,NULL,7633,5789
85137,18315111,4159,783,NULL,NULL,4161,3256
85137,85138,4370,692,NULL,NULL,3865,3054
85137,22950688,4352,849,NULL,NULL,4443,3481
85137,10524207,3839,769,NULL,NULL,3859,3031
85137,13452352,6709,921,NULL,NULL,7263,5622
85137,10758523,7730,1204,NULL,NULL,6617,5140
85137,22950750,1499,375,NULL,NULL,1029,805
85137,81015,6956,1018,NULL,NULL,6878,5367
85137,82412,969,342,NULL,NULL,742,615
85137,81014,12076,1276,NULL,NULL,9370,7204
85137,31690295,5472,899,NULL,NULL,4796,3745
85137,85129,7067,1024,NULL,NULL,6362,4950
85137,30650987,12132,1240,NULL,NULL,9516,7335
85137,10524250,1735,439,NULL,NULL,1215,937
85137,10558946,4115,790,NULL,NULL,4084,3197
85137,22950745,5517,955,NULL,NULL,4215,3290
85137,10524206,3579,683,NULL,NULL,3671,2888
85137,85082,12777,1293,NULL,NULL,9602,7403
85137,81012,9700,1553,NULL,NULL,8485,6468
81015,18315111,4253,969,NULL,NULL,2835,2150
81015,85138,3802,623,NULL,NULL,3382,2614
81015,22950688,3208,692,NULL,NULL,2513,1897
81015,10524207,3914,962,NULL,NULL,3340,2579
81015,13452352,1063,294,NULL,NULL,1392,1048
81015,10758523,2189,634,NULL,NULL,1400,1024
81015,22950750,8653,764,NULL,NULL,6471,4953
81015,85137,9492,1034,NULL,NULL,6878,5284
81015,82412,7311,813,NULL,NULL,6638,5214
81015,81014,12557,1188,NULL,NULL,9296,7134
81015,31690295,2638,579,NULL,NULL,2111,1570
81015,85129,1526,454,NULL,NULL,1217,900
81015,30650987,12560,1206,NULL,NULL,9442,7265
81015,10524250,8517,960,NULL,NULL,7328,5748
81015,10558946,4141,963,NULL,NULL,2844,2165
81015,22950745,4950,898,NULL,NULL,4206,3224
81015,10524206,3712,791,NULL,NULL,3342,2509
81015,85082,13258,1205,NULL,NULL,9528,7333
81015,81012,15925,1225,NULL,NULL,10230,7798
22950750,18315111,9164,1084,NULL,NULL,4500,3472
22950750,85138,5699,615,NULL,NULL,3354,2624
22950750,22950688,7371,934,NULL,NULL,4990,3833
22950750,10524207,9075,1017,NULL,NULL,4569,3498
22950750,13452352,8038,844,NULL,NULL,7053,5414
22950750,10758523,9059,1127,NULL,NULL,6407,4932
22950750,81015,8285,941,NULL,NULL,6470,5014
22950750,85137,1955,391,NULL,NULL,1030,785
22950750,82412,2254,603,NULL,NULL,1769,1372
22950750,81014,13405,1199,NULL,NULL,10256,7885
22950750,31690295,6801,822,NULL,NULL,4586,3537
22950750,85129,8396,947,NULL,NULL,6152,4742
22950750,30650987,13405,1198,NULL,NULL,10402,8016
22950750,10524250,3194,621,NULL,NULL,2183,1687
22950750,10558946,5160,1049,NULL,NULL,4631,3549
22950750,22950745,6846,878,NULL,NULL,3704,2860
22950750,10524206,7296,976,NULL,NULL,4218,3240
22950750,85082,14106,1216,NULL,NULL,10488,8084
22950750,81012,16771,1217,NULL,NULL,9382,7131
10758523,18315111,3529,901,NULL,NULL,2575,1994
10758523,85138,6666,661,NULL,NULL,4673,3608
10758523,22950688,2783,654,NULL,NULL,2195,1684
10758523,10524207,3612,807,NULL,NULL,3137,2412
10758523,13452352,1641,333,NULL,NULL,893,675
10758523,22950750,8238,699,NULL,NULL,6407,4937
10758523,81015,1903,404,NULL,NULL,1400,1101
10758523,85137,9077,969,NULL,NULL,6617,5128
10758523,82412,6896,748,NULL,NULL,6447,5051
10758523,81014,12142,1123,NULL,NULL,8299,6455
10758523,31690295,2233,492,NULL,NULL,1851,1414
10758523,85129,254,89,NULL,NULL,253,185
10758523,30650987,12142,1117,NULL,NULL,8445,6586
10758523,10524250,8102,895,NULL,NULL,7137,5585
10758523,10558946,3590,804,NULL,NULL,2526,1952
10758523,22950745,7813,924,NULL,NULL,5532,4277
10758523,10524206,3448,767,NULL,NULL,2962,2272
10758523,85082,12843,1140,NULL,NULL,8531,6654
10758523,81012,15507,1136,NULL,NULL,9673,7378
13452352,18315111,3515,791,NULL,NULL,3216,2455
13452352,85138,4203,666,NULL,NULL,4756,3681
13452352,22950688,2463,567,NULL,NULL,2814,2148
13452352,10524207,3425,725,NULL,NULL,3756,2876
13452352,10758523,1452,392,NULL,NULL,884,635
13452352,22950750,7919,612,NULL,NULL,7061,5398
13452352,81015,1042,263,NULL,NULL,1392,1088
13452352,85137,8758,882,NULL,NULL,7271,5589
13452352,82412,6577,661,NULL,NULL,7066,5515
13452352,81014,11823,1036,NULL,NULL,9037,6987
13452352,31690295,1914,405,NULL,NULL,2504,1875
13452352,85129,789,213,NULL,NULL,872,645
13452352,30650987,11823,1028,NULL,NULL,9183,7118
13452352,10524250,7783,808,NULL,NULL,7756,6049
13452352,10558946,3403,722,NULL,NULL,3145,2416
13452352,22950745,5351,941,NULL,NULL,5580,4291
13452352,10524206,3128,680,NULL,NULL,3581,2736
13452352,85082,12524,1053,NULL,NULL,9269,7186
13452352,81012,15188,1047,NULL,NULL,10292,7842
10524207,18315111,803,316,NULL,NULL,774,604
10524207,85138,3369,324,NULL,NULL,3145,2471
10524207,22950688,1023,310,NULL,NULL,997,797
10524207,13452352,5657,559,NULL,NULL,3757,2890
10524207,10758523,6678,842,NULL,NULL,3134,2408
10524207,22950750,4942,362,NULL,NULL,4485,3440
10524207,81015,5904,656,NULL,NULL,3370,2628
10524207,85137,5781,632,NULL,NULL,3859,3021
10524207,82412,3599,411,NULL,NULL,3464,2706
10524207,81014,8846,786,NULL,NULL,6989,5391
10524207,31690295,4420,537,NULL,NULL,1528,1186
10524207,85129,6015,662,NULL,NULL,2876,2217
10524207,30650987,8846,782,NULL,NULL,7135,5523
10524207,10524250,4805,558,NULL,NULL,4165,3268
10524207,10558946,786,250,NULL,NULL,697,545
10524207,22950745,4516,587,NULL,NULL,4108,3188
10524207,10524206,629,236,NULL,NULL,417,336
10524207,85082,9547,803,NULL,NULL,7221,5590
10524207,81012,12211,801,NULL,NULL,7369,5604
22950688,18315111,1697,436,NULL,NULL,562,443
22950688,85138,5033,520,NULL,NULL,3572,2785
22950688,10524207,1607,372,NULL,NULL,997,798
22950688,13452352,2631,538,NULL,NULL,2821,2175
22950688,10758523,2848,672,NULL,NULL,2198,1693
22950688,22950750,6605,558,NULL,NULL,5010,3839
22950688,81015,3242,703,NULL,NULL,2422,1899
22950688,85137,7444,828,NULL,NULL,4442,3467
22950688,82412,5263,607,NULL,NULL,4427,3488
22950688,81014,10509,983,NULL,NULL,7246,5611
22950688,31690295,1098,396,NULL,NULL,644,487
22950688,85129,2447,549,NULL,NULL,1940,1502
22950688,30650987,10509,973,NULL,NULL,7392,5742
22950688,10524250,6469,754,NULL,NULL,5118,4022
22950688,10558946,1155,367,NULL,NULL,359,292
22950688,22950745,6180,783,NULL,NULL,4535,3502
22950688,10524206,2430,503,NULL,NULL,795,612
22950688,85082,11210,1000,NULL,NULL,7478,5810
22950688,81012,13874,992,NULL,NULL,8180,6275
85138,18315111,5602,715,NULL,NULL,3077,2313
85138,22950688,3809,566,NULL,NULL,3572,2699
85138,10524207,3371,615,NULL,NULL,3145,2377
85138,13452352,4476,476,NULL,NULL,4740,3591
85138,10758523,5497,759,NULL,NULL,4673,3518
85138,22950750,3995,604,NULL,NULL,3354,2531
85138,81015,3742,578,NULL,NULL,3382,2574
85138,85137,4843,881,NULL,NULL,3846,2931
85138,82412,4693,463,NULL,NULL,4064,3059
85138,81014,10064,833,NULL,NULL,9623,7385
85138,31690295,3239,454,NULL,NULL,3112,2339
85138,85129,4834,579,NULL,NULL,4487,3389
85138,30650987,10064,832,NULL,NULL,9790,7561
85138,10524250,5899,610,NULL,NULL,4771,3642
85138,10558946,3647,635,NULL,NULL,3213,2415
85138,22950745,1140,261,NULL,NULL,972,719
85138,10524206,3111,529,NULL,NULL,2800,2106
85138,85082,10765,850,NULL,NULL,9855,7584
85138,81012,13430,851,NULL,NULL,9567,7168
18315111,85138,3050,684,NULL,NULL,3078,2400
18315111,22950688,1178,413,NULL,NULL,562,441
18315111,10524207,1037,439,NULL,NULL,773,597
18315111,13452352,2749,678,NULL,NULL,3221,2492
18315111,10758523,3769,951,NULL,NULL,2576,2010
18315111,22950750,4451,732,NULL,NULL,4515,3456
18315111,81015,3242,772,NULL,NULL,2836,2237
18315111,85137,5299,1011,NULL,NULL,4160,3240
18315111,82412,5307,919,NULL,NULL,4221,3273
18315111,81014,10242,1283,NULL,NULL,7492,5752
18315111,31690295,1720,591,NULL,NULL,742,577
18315111,85129,3106,782,NULL,NULL,2321,1820
18315111,30650987,10242,1283,NULL,NULL,7638,5883
18315111,10524250,6513,1066,NULL,NULL,4911,3821
18315111,10558946,129,19,NULL,NULL,203,157
18315111,22950745,4197,943,NULL,NULL,4041,3117
18315111,10524206,1172,379,NULL,NULL,513,385
18315111,85082,10943,1300,NULL,NULL,7724,5951
18315111,81012,13608,1302,NULL,NULL,8128,6188
10558849,108733450,24936,1644,23705,3377,30267,14191
10558849,13467069,25939,1557,25462,3662,30117,14193
10558849,79042624,31512,2022,NULL,NULL,48568,25370
10558849,81942,24970,1656,23952,3516,29758,13797
10558849,10524146,23614,1678,22197,3321,31967,15499
10558849,135990065,23063,1386,22205,2734,32136,15701
10558849,84620,NULL,NULL,41259,7457,45475,22266
10558849,90778,23198,1410,21917,2557,32079,15647
10558849,10524151,32801,2135,29605,4941,32959,16566
10558849,76014,38036,2577,34264,4927,39155,21420
10558849,76019,25307,1637,24780,4021,36616,19124
10558849,10524147,28601,1735,26302,3668,29183,13507
10558849,10524148,24154,1581,23826,3459,30204,14175
10558849,76033,25038,1665,23759,3377,29655,13743
10558849,87802,18334,1202,19021,3336,20201,15027
10558849,134064807,23426,1489,25262,2724,32136,15691
10558849,85219,24976,1661,NULL,NULL,48878,25481
10558849,76012,32653,2229,30193,5360,33391,17846
10558849,10558616,35616,2345,32441,4292,37096,19892
10558616,108733450,9182,875,7804,1911,9758,7285
10558616,13467069,9091,799,8456,1883,9966,7823
10558616,79042624,5593,502,NULL,NULL,23570,15594
10558616,81942,9216,887,7661,1739,9249,6891
10558616,10524146,9054,984,8926,1562,11457,8593
10558616,135990065,13275,1078,9897,2127,11626,8795
10558616,84620,NULL,NULL,11100,4717,10893,4204
10558616,90778,12753,1068,8238,2058,11569,8741
10558616,10524151,6584,723,6751,1543,5985,5062
10558616,76014,4359,576,4029,976,3668,2758
10558616,76019,13410,1325,14989,2484,16064,12260
10558616,10524147,6113,528,4487,704,7978,6601
10558616,10524148,9036,1011,7146,1340,9694,7269
10558616,76033,9282,900,7468,1600,9145,6837
10558616,87802,43306,2323,41886,5057,37955,20824
10558616,134064807,13638,1184,11583,2225,11626,8785
10558616,85219,9220,896,NULL,NULL,23880,15705
10558616,76012,8383,879,12639,3443,5992,4980
10558616,10558849,34122,2074,30849,4847,37133,20143
76012,108733450,11019,1220,9013,3221,7590,6247
76012,13467069,7395,903,8219,2832,6702,5534
76012,79042624,7430,847,NULL,NULL,23979,16442
76012,81942,11053,1232,8870,3049,7081,5853
76012,10524146,10891,1329,10135,2872,9290,7555
76012,135990065,11579,1182,8564,2845,9459,7757
76012,84620,NULL,NULL,22114,6788,12026,5157
76012,90778,11058,1172,8276,2668,9402,7703
76012,10524151,6889,760,7906,3075,8504,6594
76012,76014,9463,1001,10470,3601,9000,6837
76012,76019,15486,1754,15444,3964,13939,11180
76012,10524147,4518,557,5827,2323,5226,4795
76012,10524148,10875,1353,8355,2650,7527,6231
76012,76033,11121,1242,8677,2910,6978,5799
76012,87802,41611,2427,40534,6087,34443,18269
76012,134064807,11943,1288,11621,2835,9459,7747
76012,85219,11059,1238,NULL,NULL,24289,16553
76012,10558616,9453,1071,10165,3361,6018,4511
76012,10558849,32427,2178,29897,5457,33374,17392
85219,108733450,15,6,NULL,NULL,19243,11197
85219,13467069,6654,709,NULL,NULL,23478,14595
85219,79042624,12227,1174,310,112,310,112
85219,81942,15,5,NULL,NULL,19258,11182
85219,10524146,2478,692,NULL,NULL,20525,12179
85219,135990065,2421,358,NULL,NULL,21562,13137
85219,84620,NULL,NULL,NULL,NULL,32831,18977
85219,90778,2913,463,NULL,NULL,21505,13083
85219,10524151,8130,1116,NULL,NULL,18122,10882
85219,76014,13622,1578,NULL,NULL,20331,14035
85219,76019,15552,1218,NULL,NULL,21760,11908
85219,10524147,9316,885,NULL,NULL,19832,11963
85219,10524148,1544,581,NULL,NULL,19296,11264
85219,76033,280,96,NULL,NULL,19435,11311
85219,87802,33973,1832,NULL,NULL,49703,26033
85219,134064807,2785,461,NULL,NULL,21562,13127
85219,76012,13368,1379,NULL,NULL,24521,16650
85219,10558616,11202,1346,NULL,NULL,22742,15401
85219,10558849,24789,1583,NULL,NULL,48881,25352
134064807,108733450,3305,520,3482,931,3366,2717
134064807,13467069,5846,640,5054,1028,6735,4994
134064807,79042624,11419,1105,NULL,NULL,21236,13217
134064807,81942,3339,532,3169,833,3200,2481
134064807,10524146,3372,686,4237,642,2376,1871
134064807,135990065,933,142,2110,999,3059,2324
134064807,84620,NULL,NULL,22985,5170,21713,12195
134064807,90778,2160,370,1998,699,3333,2580
134064807,10524151,12708,1218,9801,2825,7300,5132
134064807,76014,17943,1660,17061,2580,13683,10147
134064807,76019,14744,1151,10490,2535,7084,5553
134064807,10524147,8508,818,6556,1273,5022,3726
134064807,10524148,2524,457,3457,616,2419,1962
134064807,76033,3407,540,2976,694,3010,2342
134064807,87802,33165,1765,36302,3389,32960,16432
134064807,85219,3345,536,NULL,NULL,21546,13328
134064807,76012,12560,1312,10236,2888,9460,8195
134064807,10558616,15523,1428,10623,2008,11624,8619
134064807,10558849,23981,1516,25264,3179,32137,15751
87802,108733450,34277,1971,34001,4155,30919,14686
87802,13467069,35280,1884,37418,4080,31354,15098
87802,79042624,40853,2349,NULL,NULL,49220,25865
87802,81942,34311,1983,34248,4294,30410,14292
87802,10524146,32955,2005,32493,4239,32619,15994
87802,135990065,32404,1713,32502,3632,32788,16196
87802,84620,NULL,NULL,51555,8955,45024,23201
87802,90778,32539,1735,32214,3455,32731,16142
87802,10524151,42142,2460,40212,5739,33610,17061
87802,76014,47377,2902,44560,5825,39806,21915
87802,76019,34648,1961,35379,3620,37268,19619
87802,10524147,37942,2060,36598,4586,29834,14002
87802,10524148,33495,1906,34122,4377,30856,14670
87802,76033,34379,1990,34055,4155,30307,14238
87802,134064807,32767,1814,35559,3622,32788,16186
87802,85219,34317,1986,NULL,NULL,49530,25976
87802,76012,41994,2554,40489,6258,34272,18471
87802,10558616,44957,2670,40936,5438,37747,20387
87802,10558849,18623,1284,18280,3424,20203,14748
76033,108733450,1228,317,686,530,686,530
76033,13467069,6375,613,6972,1835,4252,3069
76033,79042624,11948,1078,NULL,NULL,19109,11404
76033,81942,1262,329,177,136,177,136
76033,10524146,3021,610,2432,774,2436,1876
76033,135990065,2142,262,3242,792,3008,2375
76033,84620,NULL,NULL,18156,5380,19230,10270
76033,90778,2634,367,5779,841,2951,2321
76033,10524151,7851,1020,7216,2432,4817,3207
76033,76014,13343,1482,11096,2640,11200,8222
76033,76019,15273,1122,8219,1866,7085,5501
76033,10524147,9037,789,3128,761,2539,1801
76033,10524148,1265,485,667,547,667,547
76033,87802,33694,1736,34795,4247,30477,14507
76033,134064807,2506,365,3699,997,3008,2365
76033,85219,1268,333,NULL,NULL,19419,11515
76033,76012,13089,1283,8954,2913,6977,6270
76033,10558616,10923,1250,7466,1683,9141,6694
76033,10558849,24510,1487,13734,3831,29654,13826
10524148,108733450,940,242,953,776,953,776
10524148,13467069,6890,755,6650,1535,4801,3482
10524148,79042624,7856,979,NULL,NULL,18969,11344
10524148,81942,974,254,924,402,860,663
10524148,10524146,2120,629,2110,504,1782,1387
10524148,135990065,2657,404,2459,740,2419,1975
10524148,84620,NULL,NULL,21437,5640,19779,10683
10524148,90778,3149,509,4996,789,2362,1921
10524148,10524151,7563,944,7380,2424,5366,3620
10524148,76014,13055,1406,10774,2390,11749,8635
10524148,76019,9001,1100,7419,1584,6431,5012
10524148,10524147,9552,931,2806,491,3088,2214
10524148,76033,515,142,682,229,667,524
10524148,87802,34209,1878,35071,3999,31026,14920
10524148,134064807,3021,507,3690,957,2419,1965
10524148,85219,980,257,NULL,NULL,19279,11455
10524148,76012,13604,1425,8632,2823,7526,6683
10524148,10558616,10635,1174,7144,1403,9690,7107
10524148,10558849,25025,1629,14342,4134,30203,14239
10524147,108733450,6500,663,3466,1081,3170,2234
10524147,13467069,4633,440,4118,973,3798,2818
10524147,79042624,2911,290,NULL,NULL,19669,12180
10524147,81942,6534,675,3323,909,2661,1840
10524147,10524146,6372,772,4588,732,4870,3542
10524147,135990065,8817,719,6666,1223,5039,3744
10524147,84620,NULL,NULL,17092,5255,18048,9994
10524147,90778,8296,707,3900,1148,4982,3690
10524147,10524151,4200,400,4362,1684,3822,3092
10524147,76014,9435,842,10139,1828,10018,7946
10524147,76019,10730,1110,10906,1651,9519,7167
10524147,10524148,6356,796,2808,510,3107,2218
10524147,76033,6602,685,3130,770,2558,1786
10524147,87802,38849,1962,37548,4227,30023,14256
10524147,134064807,9181,823,6433,1213,5039,3734
10524147,85219,6540,681,NULL,NULL,19979,12291
10524147,76012,5760,603,8571,2793,5199,5121
10524147,10558616,7015,610,4487,706,7959,6418
10524147,10558849,29665,1713,25521,3937,29201,13575
76019,108733450,8137,954,8160,1802,7387,5704
76019,13467069,16926,1316,13777,2760,11233,8359
76019,79042624,11804,1366,NULL,NULL,21452,12044
76019,81942,8171,966,8407,1941,7282,5543
76019,10524146,7081,1166,5792,1136,4825,3674
76019,135990065,14050,1144,7867,2168,7132,5526
76019,84620,NULL,NULL,34392,7202,26152,15669
76019,90778,14185,1162,15050,2362,7075,5472
76019,10524151,11510,1327,15421,3326,10415,7632
76019,76014,17003,1789,20627,3402,18122,13621
76019,10524147,11287,1233,9933,1787,9520,7091
76019,10524148,7767,1057,7457,1578,6436,4935
76019,76033,8239,972,8214,1802,7089,5404
76019,87802,34995,2000,36415,4247,37458,19797
76019,134064807,14413,1241,7867,2158,7132,5516
76019,85219,8177,968,NULL,NULL,21762,12155
76019,76012,21769,1796,15759,4019,13958,11560
76019,10558616,14583,1557,14990,2185,16063,12093
76019,10558849,25811,1751,24987,4197,36635,19116
76014,108733450,13418,1399,19502,4075,11817,8781
76014,13467069,13327,1323,13549,2926,13584,10482
76014,79042624,9829,1026,NULL,NULL,20012,14208
76014,81942,13452,1411,11200,3077,11308,8387
76014,10524146,13290,1508,12465,2900,13516,10089
76014,135990065,17511,1602,13328,3084,13685,10291
76014,84620,NULL,NULL,28247,6453,14511,6863
76014,90778,16989,1591,13397,2933,13628,10237
76014,10524151,8464,971,8062,1451,8044,6558
76014,76019,17883,1935,18528,3168,18123,13756
76014,10524147,10349,1051,8026,1822,10037,8097
76014,10524148,13272,1534,10685,2678,11753,8765
76014,76033,13518,1423,11007,2938,11204,8333
76014,87802,47542,2846,45319,6472,40014,22320
76014,134064807,17874,1707,16742,3100,13685,10281
76014,85219,13456,1419,NULL,NULL,20322,14319
76014,76012,10263,1127,12200,3449,8883,7235
76014,10558616,5925,848,3651,882,3668,2700
76014,10558849,38358,2597,35018,5722,39192,21639
10524151,108733450,7701,940,7655,2349,5430,3402
10524151,13467069,7425,741,8199,2246,7168,5438
10524151,79042624,4112,567,NULL,NULL,17811,10832
10524151,81942,7735,952,7412,2416,4921,3008
10524151,10524146,7573,1049,8677,2239,7129,4710
10524151,135990065,11609,1020,8273,2685,7298,4912
10524151,84620,NULL,NULL,22174,7137,16073,8444
10524151,90778,11088,1010,7985,2508,7241,4858
10524151,76014,7589,839,8069,1642,8043,6396
10524151,76019,16019,1530,15517,3271,10416,7579
10524151,10524147,4448,471,4363,1512,3823,2859
